,id,level_durability,red,orange,yellow,green,blue,white,purple
746,747,sharpness +5,120,110,40,40,70,20,0
747,748,base,60,50,80,60,0,0,0
747,748,sharpness +1,60,50,80,70,0,0,0
747,748,sharpness +2,60,50,80,80,0,0,0
747,748,sharpness +3,60,50,80,90,0,0,0
747,748,sharpness +4,60,50,80,100,0,0,0
747,748,sharpness +5,60,50,80,110,0,0,0
748,749,base,110,20,20,150,50,0,0
748,749,sharpness +1,110,20,20,150,60,0,0
748,749,sharpness +2,110,20,20,150,70,0,0
748,749,sharpness +3,110,20,20,150,80,0,0
748,749,sharpness +4,110,20,20,150,90,0,0
748,749,sharpness +5,110,20,20,150,100,0,0
749,750,base,110,20,20,140,60,0,0
749,750,sharpness +1,110,20,20,140,70,0,0
749,750,sharpness +2,110,20,20,140,80,0,0
749,750,sharpness +3,110,20,20,140,90,0,0
749,750,sharpness +4,110,20,20,140,100,0,0
749,750,sharpness +5,110,20,20,140,110,0,0
750,751,base,150,110,40,0,0,0,0
750,751,sharpness +1,150,110,40,10,0,0,0
750,751,sharpness +2,150,110,40,20,0,0,0
750,751,sharpness +3,150,110,40,30,0,0,0
750,751,sharpness +4,150,110,40,40,0,0,0
750,751,sharpness +5,150,110,40,40,10,0,0
751,752,base,140,110,40,10,0,0,0
751,752,sharpness +1,140,110,40,20,0,0,0
751,752,sharpness +2,140,110,40,30,0,0,0
751,752,sharpness +3,140,110,40,40,0,0,0
751,752,sharpness +4,140,110,40,40,10,0,0
751,752,sharpness +5,140,110,40,40,20,0,0
752,753,base,110,60,80,80,20,0,0
752,753,sharpness +1,110,60,80,80,30,0,0
752,753,sharpness +2,110,60,80,80,40,0,0
752,753,sharpness +3,110,60,80,80,50,0,0
752,753,sharpness +4,110,60,80,80,50,10,0
752,753,sharpness +5,110,60,80,80,50,20,0
753,754,base,90,60,60,100,40,0,0
753,754,sharpness +1,90,60,60,100,50,0,0
753,754,sharpness +2,90,60,60,100,60,0,0
753,754,sharpness +3,90,60,60,100,60,10,0
753,754,sharpness +4,90,60,60,100,60,20,0
753,754,sharpness +5,90,60,60,100,60,30,0
754,755,base,130,30,60,90,30,10,0
754,755,sharpness +1,130,30,60,90,30,20,0
754,755,sharpness +2,130,30,60,90,30,30,0
754,755,sharpness +3,130,30,60,90,30,40,0
754,755,sharpness +4,130,30,60,90,30,50,0
754,755,sharpness +5,130,30,60,90,30,60,0
755,756,base,90,50,60,0,0,0,0
755,756,sharpness +1,90,50,70,0,0,0,0
755,756,sharpness +2,90,50,80,0,0,0,0
755,756,sharpness +3,90,50,80,10,0,0,0
755,756,sharpness +4,90,50,80,20,0,0,0
755,756,sharpness +5,90,50,80,30,0,0,0
756,757,base,70,70,30,30,0,0,0
756,757,sharpness +1,70,70,30,40,0,0,0
756,757,sharpness +2,70,70,30,50,0,0,0
756,757,sharpness +3,70,70,30,60,0,0,0
756,757,sharpness +4,70,70,30,70,0,0,0
756,757,sharpness +5,70,70,30,80,0,0,0
757,758,base,50,70,30,50,0,0,0
757,758,sharpness +1,50,70,30,60,0,0,0
757,758,sharpness +2,50,70,30,70,0,0,0
757,758,sharpness +3,50,70,30,80,0,0,0
757,758,sharpness +4,50,70,30,90,0,0,0
757,758,sharpness +5,50,70,30,100,0,0,0
758,759,base,70,50,80,50,0,0,0
758,759,sharpness +1,70,50,80,60,0,0,0
758,759,sharpness +2,70,50,80,70,0,0,0
758,759,sharpness +3,70,50,80,80,0,0,0
758,759,sharpness +4,70,50,80,90,0,0,0
758,759,sharpness +5,70,50,80,100,0,0,0
759,760,base,50,50,80,70,0,0,0
759,760,sharpness +1,50,50,80,80,0,0,0
759,760,sharpness +2,50,50,80,90,0,0,0
759,760,sharpness +3,50,50,80,100,0,0,0
759,760,sharpness +4,50,50,80,110,0,0,0
759,760,sharpness +5,50,50,80,120,0,0,0
760,761,base,100,50,50,80,20,0,0
760,761,sharpness +1,100,50,50,80,30,0,0
760,761,sharpness +2,100,50,50,80,40,0,0
760,761,sharpness +3,100,50,50,80,50,0,0
760,761,sharpness +4,100,50,50,80,60,0,0
760,761,sharpness +5,100,50,50,80,70,0,0
761,762,base,80,50,50,80,40,0,0
761,762,sharpness +1,80,50,50,80,50,0,0
761,762,sharpness +2,80,50,50,80,60,0,0
761,762,sharpness +3,80,50,50,80,70,0,0
761,762,sharpness +4,80,50,50,80,80,0,0
761,762,sharpness +5,80,50,50,80,90,0,0
762,763,base,60,60,20,150,60,0,0
762,763,sharpness +1,60,60,20,150,70,0,0
762,763,sharpness +2,60,60,20,150,80,0,0
762,763,sharpness +3,60,60,20,150,90,0,0
762,763,sharpness +4,60,60,20,150,90,10,0
762,763,sharpness +5,60,60,20,150,90,20,0
763,764,base,110,120,40,50,80,0,0
763,764,sharpness +1,110,120,40,50,80,0,0
763,764,sharpness +2,110,120,40,50,80,0,0
763,764,sharpness +3,110,120,40,50,80,0,0
763,764,sharpness +4,110,120,40,50,80,0,0
763,764,sharpness +5,110,120,40,50,80,0,0
764,765,base,100,120,40,50,90,0,0
764,765,sharpness +1,100,120,40,50,90,0,0
764,765,sharpness +2,100,120,40,50,90,0,0
764,765,sharpness +3,100,120,40,50,90,0,0
764,765,sharpness +4,100,120,40,50,90,0,0
764,765,sharpness +5,100,120,40,50,90,0,0
765,766,base,60,50,80,60,0,0,0
765,766,sharpness +1,60,50,80,70,0,0,0
765,766,sharpness +2,60,50,80,80,0,0,0
765,766,sharpness +3,60,50,80,90,0,0,0
765,766,sharpness +4,60,50,80,100,0,0,0
765,766,sharpness +5,60,50,80,110,0,0,0
766,767,base,100,50,80,70,0,0,0
766,767,sharpness +1,100,50,80,80,0,0,0
766,767,sharpness +2,100,50,80,90,0,0,0
766,767,sharpness +3,100,50,80,100,0,0,0
766,767,sharpness +4,100,50,80,100,10,0,0
766,767,sharpness +5,100,50,80,100,20,0,0
767,768,base,90,50,50,80,30,0,0
767,768,sharpness +1,90,50,50,80,40,0,0
767,768,sharpness +2,90,50,50,80,50,0,0
767,768,sharpness +3,90,50,50,80,60,0,0
767,768,sharpness +4,90,50,50,80,70,0,0
767,768,sharpness +5,90,50,50,80,80,0,0
768,769,base,70,50,60,120,50,0,0
768,769,sharpness +1,70,50,60,120,60,0,0
768,769,sharpness +2,70,50,60,120,60,10,0
768,769,sharpness +3,70,50,60,120,60,20,0
768,769,sharpness +4,70,50,60,120,60,30,0
768,769,sharpness +5,70,50,60,120,60,40,0
769,770,base,80,70,30,20,0,0,0
769,770,sharpness +1,80,70,30,30,0,0,0
769,770,sharpness +2,80,70,30,40,0,0,0
769,770,sharpness +3,80,70,30,50,0,0,0
769,770,sharpness +4,80,70,30,60,0,0,0
769,770,sharpness +5,80,70,30,70,0,0,0
770,771,base,90,50,80,30,0,0,0
770,771,sharpness +1,90,50,80,40,0,0,0
770,771,sharpness +2,90,50,80,50,0,0,0
770,771,sharpness +3,90,50,80,60,0,0,0
770,771,sharpness +4,90,50,80,70,0,0,0
770,771,sharpness +5,90,50,80,80,0,0,0
771,772,base,80,50,80,40,0,0,0
771,772,sharpness +1,80,50,80,50,0,0,0
771,772,sharpness +2,80,50,80,60,0,0,0
771,772,sharpness +3,80,50,80,70,0,0,0
771,772,sharpness +4,80,50,80,80,0,0,0
771,772,sharpness +5,80,50,80,90,0,0,0
772,773,base,110,50,80,60,0,0,0
772,773,sharpness +1,110,50,80,70,0,0,0
772,773,sharpness +2,110,50,80,80,0,0,0
772,773,sharpness +3,110,50,80,90,0,0,0
772,773,sharpness +4,110,50,80,100,0,0,0
772,773,sharpness +5,110,50,80,100,10,0,0
773,774,base,110,50,50,80,10,0,0
773,774,sharpness +1,110,50,50,80,20,0,0
773,774,sharpness +2,110,50,50,80,30,0,0
773,774,sharpness +3,110,50,50,80,40,0,0
773,774,sharpness +4,110,50,50,80,50,0,0
773,774,sharpness +5,110,50,50,80,60,0,0
774,775,base,100,60,60,100,30,0,0
774,775,sharpness +1,100,60,60,100,40,0,0
774,775,sharpness +2,100,60,60,100,50,0,0
774,775,sharpness +3,100,60,60,100,50,10,0
774,775,sharpness +4,100,60,60,100,50,20,0
774,775,sharpness +5,100,60,60,100,50,30,0
775,776,base,70,50,80,50,0,0,0
775,776,sharpness +1,70,50,80,60,0,0,0
775,776,sharpness +2,70,50,80,70,0,0,0
775,776,sharpness +3,70,50,80,80,0,0,0
775,776,sharpness +4,70,50,80,90,0,0,0
775,776,sharpness +5,70,50,80,100,0,0,0
776,777,base,100,50,80,70,0,0,0
776,777,sharpness +1,100,50,80,80,0,0,0
776,777,sharpness +2,100,50,80,90,0,0,0
776,777,sharpness +3,100,50,80,100,0,0,0
776,777,sharpness +4,100,50,80,100,10,0,0
776,777,sharpness +5,100,50,80,100,20,0,0
777,778,base,100,50,50,80,20,0,0
777,778,sharpness +1,100,50,50,80,30,0,0
777,778,sharpness +2,100,50,50,80,40,0,0
777,778,sharpness +3,100,50,50,80,50,0,0
777,778,sharpness +4,100,50,50,80,60,0,0
777,778,sharpness +5,100,50,50,80,70,0,0
778,779,base,90,60,80,80,40,0,0
778,779,sharpness +1,90,60,80,80,50,0,0
778,779,sharpness +2,90,60,80,80,60,0,0
778,779,sharpness +3,90,60,80,80,70,0,0
778,779,sharpness +4,90,60,80,80,70,10,0
778,779,sharpness +5,90,60,80,80,70,20,0
779,780,base,70,50,80,50,0,0,0
779,780,sharpness +1,70,50,80,60,0,0,0
779,780,sharpness +2,70,50,80,70,0,0,0
779,780,sharpness +3,70,50,80,80,0,0,0
779,780,sharpness +4,70,50,80,90,0,0,0
779,780,sharpness +5,70,50,80,100,0,0,0
780,781,base,100,50,50,80,20,0,0
780,781,sharpness +1,100,50,50,80,30,0,0
780,781,sharpness +2,100,50,50,80,40,0,0
780,781,sharpness +3,100,50,50,80,50,0,0
780,781,sharpness +4,100,50,50,80,60,0,0
780,781,sharpness +5,100,50,50,80,70,0,0
781,782,base,90,50,50,80,30,0,0
781,782,sharpness +1,90,50,50,80,40,0,0
781,782,sharpness +2,90,50,50,80,50,0,0
781,782,sharpness +3,90,50,50,80,60,0,0
781,782,sharpness +4,90,50,50,80,70,0,0
781,782,sharpness +5,90,50,50,80,80,0,0
782,783,base,70,50,60,120,50,0,0
782,783,sharpness +1,70,50,60,120,60,0,0
782,783,sharpness +2,70,50,60,120,60,10,0
782,783,sharpness +3,70,50,60,120,60,20,0
782,783,sharpness +4,70,50,60,120,60,30,0
782,783,sharpness +5,70,50,60,120,60,40,0
783,784,base,90,60,50,0,0,0,0
783,784,sharpness +1,90,60,60,0,0,0,0
783,784,sharpness +2,90,60,70,0,0,0,0
783,784,sharpness +3,90,60,80,0,0,0,0
783,784,sharpness +4,90,60,80,10,0,0,0
783,784,sharpness +5,90,60,80,20,0,0,0
784,785,base,80,50,70,0,0,0,0
784,785,sharpness +1,80,50,80,0,0,0,0
784,785,sharpness +2,80,50,80,10,0,0,0
784,785,sharpness +3,80,50,80,20,0,0,0
784,785,sharpness +4,80,50,80,30,0,0,0
784,785,sharpness +5,80,50,80,40,0,0,0
785,786,base,80,50,50,20,0,0,0
785,786,sharpness +1,80,50,50,30,0,0,0
785,786,sharpness +2,80,50,50,40,0,0,0
785,786,sharpness +3,80,50,50,50,0,0,0
785,786,sharpness +4,80,50,50,60,0,0,0
785,786,sharpness +5,80,50,50,70,0,0,0
786,787,base,110,70,30,40,0,0,0
786,787,sharpness +1,110,70,30,50,0,0,0
786,787,sharpness +2,110,70,30,60,0,0,0
786,787,sharpness +3,110,70,30,70,0,0,0
786,787,sharpness +4,110,70,30,80,0,0,0
786,787,sharpness +5,110,70,30,90,0,0,0
787,788,base,100,70,30,50,0,0,0
787,788,sharpness +1,100,70,30,60,0,0,0
787,788,sharpness +2,100,70,30,70,0,0,0
787,788,sharpness +3,100,70,30,80,0,0,0
787,788,sharpness +4,100,70,30,90,0,0,0
787,788,sharpness +5,100,70,30,100,0,0,0
788,789,base,130,70,30,70,0,0,0
788,789,sharpness +1,130,70,30,80,0,0,0
788,789,sharpness +2,130,70,30,90,0,0,0
788,789,sharpness +3,130,70,30,100,0,0,0
788,789,sharpness +4,130,70,30,100,10,0,0
788,789,sharpness +5,130,70,30,100,20,0,0
789,790,base,90,100,40,40,30,0,0
789,790,sharpness +1,90,100,40,40,40,0,0
789,790,sharpness +2,90,100,40,40,50,0,0
789,790,sharpness +3,90,100,40,40,60,0,0
789,790,sharpness +4,90,100,40,40,70,0,0
789,790,sharpness +5,90,100,40,40,80,0,0
790,791,base,90,120,40,50,50,0,0
790,791,sharpness +1,90,120,40,50,60,0,0
790,791,sharpness +2,90,120,40,50,70,0,0
790,791,sharpness +3,90,120,40,50,80,0,0
790,791,sharpness +4,90,120,40,50,90,0,0
790,791,sharpness +5,90,120,40,50,100,0,0
791,792,base,100,70,30,50,0,0,0
791,792,sharpness +1,100,70,30,60,0,0,0
791,792,sharpness +2,100,70,30,70,0,0,0
791,792,sharpness +3,100,70,30,80,0,0,0
791,792,sharpness +4,100,70,30,90,0,0,0
791,792,sharpness +5,100,70,30,100,0,0,0
792,793,base,140,70,30,60,0,0,0
792,793,sharpness +1,140,70,30,70,0,0,0
792,793,sharpness +2,140,70,30,80,0,0,0
792,793,sharpness +3,140,70,30,90,0,0,0
792,793,sharpness +4,140,70,30,100,0,0,0
792,793,sharpness +5,140,70,30,100,10,0,0
793,794,base,110,100,40,40,10,0,0
793,794,sharpness +1,110,100,40,40,20,0,0
793,794,sharpness +2,110,100,40,40,30,0,0
793,794,sharpness +3,110,100,40,40,40,0,0
793,794,sharpness +4,110,100,40,40,50,0,0
793,794,sharpness +5,110,100,40,40,60,0,0
794,795,base,90,50,60,120,30,0,0
794,795,sharpness +1,90,50,60,120,40,0,0
794,795,sharpness +2,90,50,60,120,50,0,0
794,795,sharpness +3,90,50,60,120,60,0,0
794,795,sharpness +4,90,50,60,120,60,10,0
794,795,sharpness +5,90,50,60,120,60,20,0
795,796,base,70,50,50,30,0,0,0
795,796,sharpness +1,70,50,50,40,0,0,0
795,796,sharpness +2,70,50,50,50,0,0,0
795,796,sharpness +3,70,50,50,60,0,0,0
795,796,sharpness +4,70,50,50,70,0,0,0
795,796,sharpness +5,70,50,50,80,0,0,0
796,797,base,100,70,30,50,0,0,0
796,797,sharpness +1,100,70,30,60,0,0,0
796,797,sharpness +2,100,70,30,70,0,0,0
796,797,sharpness +3,100,70,30,80,0,0,0
796,797,sharpness +4,100,70,30,90,0,0,0
796,797,sharpness +5,100,70,30,100,0,0,0
797,798,base,90,70,30,60,0,0,0
797,798,sharpness +1,90,70,30,70,0,0,0
797,798,sharpness +2,90,70,30,80,0,0,0
797,798,sharpness +3,90,70,30,90,0,0,0
797,798,sharpness +4,90,70,30,100,0,0,0
797,798,sharpness +5,90,70,30,110,0,0,0
798,799,base,130,70,30,70,0,0,0
798,799,sharpness +1,130,70,30,80,0,0,0
798,799,sharpness +2,130,70,30,90,0,0,0
798,799,sharpness +3,130,70,30,100,0,0,0
798,799,sharpness +4,130,70,30,100,10,0,0
798,799,sharpness +5,130,70,30,100,20,0,0
799,800,base,90,100,40,40,30,0,0
799,800,sharpness +1,90,100,40,40,40,0,0
799,800,sharpness +2,90,100,40,40,50,0,0
799,800,sharpness +3,90,100,40,40,60,0,0
799,800,sharpness +4,90,100,40,40,70,0,0
799,800,sharpness +5,90,100,40,40,80,0,0
800,801,base,100,120,40,50,40,0,0
800,801,sharpness +1,100,120,40,50,50,0,0
800,801,sharpness +2,100,120,40,50,60,0,0
800,801,sharpness +3,100,120,40,50,70,0,0
800,801,sharpness +4,100,120,40,50,80,0,0
800,801,sharpness +5,100,120,40,50,90,0,0
801,802,base,80,100,40,40,40,0,0
801,802,sharpness +1,80,100,40,40,50,0,0
801,802,sharpness +2,80,100,40,40,60,0,0
801,802,sharpness +3,80,100,40,40,70,0,0
801,802,sharpness +4,80,100,40,40,80,0,0
801,802,sharpness +5,80,100,40,40,90,0,0
802,803,base,110,110,40,40,50,0,0
802,803,sharpness +1,110,110,40,40,60,0,0
802,803,sharpness +2,110,110,40,40,70,0,0
802,803,sharpness +3,110,110,40,40,80,0,0
802,803,sharpness +4,110,110,40,40,80,10,0
802,803,sharpness +5,110,110,40,40,80,20,0
803,804,base,110,70,30,40,0,0,0
803,804,sharpness +1,110,70,30,50,0,0,0
803,804,sharpness +2,110,70,30,60,0,0,0
803,804,sharpness +3,110,70,30,70,0,0,0
803,804,sharpness +4,110,70,30,80,0,0,0
803,804,sharpness +5,110,70,30,90,0,0,0
804,805,base,100,70,30,50,0,0,0
804,805,sharpness +1,100,70,30,60,0,0,0
804,805,sharpness +2,100,70,30,70,0,0,0
804,805,sharpness +3,100,70,30,80,0,0,0
804,805,sharpness +4,100,70,30,90,0,0,0
804,805,sharpness +5,100,70,30,100,0,0,0
805,806,base,110,100,40,40,10,0,0
805,806,sharpness +1,110,100,40,40,20,0,0
805,806,sharpness +2,110,100,40,40,30,0,0
805,806,sharpness +3,110,100,40,40,40,0,0
805,806,sharpness +4,110,100,40,40,50,0,0
805,806,sharpness +5,110,100,40,40,60,0,0
806,807,base,100,100,40,40,20,0,0
806,807,sharpness +1,100,100,40,40,30,0,0
806,807,sharpness +2,100,100,40,40,40,0,0
806,807,sharpness +3,100,100,40,40,50,0,0
806,807,sharpness +4,100,100,40,40,60,0,0
806,807,sharpness +5,100,100,40,40,70,0,0
807,808,base,110,110,40,40,50,0,0
807,808,sharpness +1,110,110,40,40,60,0,0
807,808,sharpness +2,110,110,40,40,70,0,0
807,808,sharpness +3,110,110,40,40,80,0,0
807,808,sharpness +4,110,110,40,40,80,10,0
807,808,sharpness +5,110,110,40,40,80,20,0
808,809,base,130,110,40,40,30,0,0
808,809,sharpness +1,130,110,40,40,40,0,0
808,809,sharpness +2,130,110,40,40,50,0,0
808,809,sharpness +3,130,110,40,40,60,0,0
808,809,sharpness +4,130,110,40,40,60,10,0
808,809,sharpness +5,130,110,40,40,60,20,0
809,810,base,200,70,20,20,40,0,0
809,810,sharpness +1,200,70,20,20,50,0,0
809,810,sharpness +2,200,70,20,20,50,10,0
809,810,sharpness +3,200,70,20,20,50,20,0
809,810,sharpness +4,200,70,20,20,50,30,0
809,810,sharpness +5,200,70,20,20,50,40,0
810,811,base,60,70,30,40,0,0,0
810,811,sharpness +1,60,70,30,50,0,0,0
810,811,sharpness +2,60,70,30,60,0,0,0
810,811,sharpness +3,60,70,30,70,0,0,0
810,811,sharpness +4,60,70,30,80,0,0,0
810,811,sharpness +5,60,70,30,90,0,0,0
811,812,base,100,70,30,50,0,0,0
811,812,sharpness +1,100,70,30,60,0,0,0
811,812,sharpness +2,100,70,30,70,0,0,0
811,812,sharpness +3,100,70,30,80,0,0,0
811,812,sharpness +4,100,70,30,90,0,0,0
811,812,sharpness +5,100,70,30,100,0,0,0
812,813,base,80,70,30,70,0,0,0
812,813,sharpness +1,80,70,30,80,0,0,0
812,813,sharpness +2,80,70,30,90,0,0,0
812,813,sharpness +3,80,70,30,100,0,0,0
812,813,sharpness +4,80,70,30,110,0,0,0
812,813,sharpness +5,80,70,30,120,0,0,0
813,814,base,90,100,40,40,30,0,0
813,814,sharpness +1,90,100,40,40,40,0,0
813,814,sharpness +2,90,100,40,40,50,0,0
813,814,sharpness +3,90,100,40,40,60,0,0
813,814,sharpness +4,90,100,40,40,70,0,0
813,814,sharpness +5,90,100,40,40,80,0,0
814,815,base,80,100,40,40,40,0,0
814,815,sharpness +1,80,100,40,40,50,0,0
814,815,sharpness +2,80,100,40,40,60,0,0
814,815,sharpness +3,80,100,40,40,70,0,0
814,815,sharpness +4,80,100,40,40,80,0,0
814,815,sharpness +5,80,100,40,40,90,0,0
815,816,base,190,70,20,20,50,0,0
815,816,sharpness +1,190,70,20,20,60,0,0
815,816,sharpness +2,190,70,20,20,60,10,0
815,816,sharpness +3,190,70,20,20,60,20,0
815,816,sharpness +4,190,70,20,20,60,30,0
815,816,sharpness +5,190,70,20,20,60,40,0
816,817,base,90,70,30,60,0,0,0
816,817,sharpness +1,90,70,30,70,0,0,0
816,817,sharpness +2,90,70,30,80,0,0,0
816,817,sharpness +3,90,70,30,90,0,0,0
816,817,sharpness +4,90,70,30,100,0,0,0
816,817,sharpness +5,90,70,30,110,0,0,0
817,818,base,100,100,40,40,20,0,0
817,818,sharpness +1,100,100,40,40,30,0,0
817,818,sharpness +2,100,100,40,40,40,0,0
817,818,sharpness +3,100,100,40,40,50,0,0
817,818,sharpness +4,100,100,40,40,60,0,0
817,818,sharpness +5,100,100,40,40,70,0,0
818,819,base,90,100,40,40,30,0,0
818,819,sharpness +1,90,100,40,40,40,0,0
818,819,sharpness +2,90,100,40,40,50,0,0
818,819,sharpness +3,90,100,40,40,60,0,0
818,819,sharpness +4,90,100,40,40,70,0,0
818,819,sharpness +5,90,100,40,40,80,0,0
819,820,base,200,70,20,20,50,40,0
819,820,sharpness +1,200,70,20,20,50,40,0
819,820,sharpness +2,200,70,20,20,50,40,0
819,820,sharpness +3,200,70,20,20,50,40,0
819,820,sharpness +4,200,70,20,20,50,40,0
819,820,sharpness +5,200,70,20,20,50,40,0
820,821,base,110,70,30,40,0,0,0
820,821,sharpness +1,110,70,30,50,0,0,0
820,821,sharpness +2,110,70,30,60,0,0,0
820,821,sharpness +3,110,70,30,70,0,0,0
820,821,sharpness +4,110,70,30,80,0,0,0
820,821,sharpness +5,110,70,30,90,0,0,0
821,822,base,70,70,30,80,0,0,0
821,822,sharpness +1,70,70,30,90,0,0,0
821,822,sharpness +2,70,70,30,100,0,0,0
821,822,sharpness +3,70,70,30,110,0,0,0
821,822,sharpness +4,70,70,30,120,0,0,0
821,822,sharpness +5,70,70,30,130,0,0,0
822,823,base,120,110,40,40,40,0,0
822,823,sharpness +1,120,110,40,40,50,0,0
822,823,sharpness +2,120,110,40,40,60,0,0
822,823,sharpness +3,120,110,40,40,70,0,0
822,823,sharpness +4,120,110,40,40,70,10,0
822,823,sharpness +5,120,110,40,40,70,20,0
823,824,base,110,50,80,60,0,0,0
823,824,sharpness +1,110,50,80,70,0,0,0
823,824,sharpness +2,110,50,80,80,0,0,0
823,824,sharpness +3,110,50,80,90,0,0,0
823,824,sharpness +4,110,50,80,100,0,0,0
823,824,sharpness +5,110,50,80,100,10,0,0
824,825,base,210,30,40,70,0,0,0
824,825,sharpness +1,210,30,40,80,0,0,0
824,825,sharpness +2,210,30,40,90,0,0,0
824,825,sharpness +3,210,30,40,90,10,0,0
824,825,sharpness +4,210,30,40,90,20,0,0
824,825,sharpness +5,210,30,40,90,30,0,0
825,826,base,150,110,40,0,0,0,0
825,826,sharpness +1,150,110,40,10,0,0,0
825,826,sharpness +2,150,110,40,20,0,0,0
825,826,sharpness +3,150,110,40,30,0,0,0
825,826,sharpness +4,150,110,40,40,0,0,0
825,826,sharpness +5,150,110,40,40,10,0,0
826,827,base,140,110,40,10,0,0,0
826,827,sharpness +1,140,110,40,20,0,0,0
826,827,sharpness +2,140,110,40,30,0,0,0
826,827,sharpness +3,140,110,40,40,0,0,0
826,827,sharpness +4,140,110,40,40,10,0,0
826,827,sharpness +5,140,110,40,40,20,0,0
827,828,base,110,60,80,80,20,0,0
827,828,sharpness +1,110,60,80,80,30,0,0
827,828,sharpness +2,110,60,80,80,40,0,0
827,828,sharpness +3,110,60,80,80,50,0,0
827,828,sharpness +4,110,60,80,80,50,10,0
827,828,sharpness +5,110,60,80,80,50,20,0
828,829,base,90,60,80,80,40,0,0
828,829,sharpness +1,90,60,80,80,50,0,0
828,829,sharpness +2,90,60,80,80,60,0,0
828,829,sharpness +3,90,60,80,80,70,0,0
828,829,sharpness +4,90,60,80,80,70,10,0
828,829,sharpness +5,90,60,80,80,70,20,0
829,830,base,130,30,60,80,40,10,0
829,830,sharpness +1,130,30,60,80,40,20,0
829,830,sharpness +2,130,30,60,80,40,30,0
829,830,sharpness +3,130,30,60,80,40,40,0
829,830,sharpness +4,130,30,60,80,40,50,0
829,830,sharpness +5,130,30,60,80,40,60,0
830,831,base,90,50,60,0,0,0,0
830,831,sharpness +1,90,50,70,0,0,0,0
830,831,sharpness +2,90,50,80,0,0,0,0
830,831,sharpness +3,90,50,80,10,0,0,0
830,831,sharpness +4,90,50,80,20,0,0,0
830,831,sharpness +5,90,50,80,30,0,0,0
831,832,base,70,70,30,30,0,0,0
831,832,sharpness +1,70,70,30,40,0,0,0
831,832,sharpness +2,70,70,30,50,0,0,0
831,832,sharpness +3,70,70,30,60,0,0,0
831,832,sharpness +4,70,70,30,70,0,0,0
831,832,sharpness +5,70,70,30,80,0,0,0
832,833,base,50,70,30,50,0,0,0
832,833,sharpness +1,50,70,30,60,0,0,0
832,833,sharpness +2,50,70,30,70,0,0,0
832,833,sharpness +3,50,70,30,80,0,0,0
832,833,sharpness +4,50,70,30,90,0,0,0
832,833,sharpness +5,50,70,30,100,0,0,0
833,834,base,70,50,80,50,0,0,0
833,834,sharpness +1,70,50,80,60,0,0,0
833,834,sharpness +2,70,50,80,70,0,0,0
833,834,sharpness +3,70,50,80,80,0,0,0
833,834,sharpness +4,70,50,80,90,0,0,0
833,834,sharpness +5,70,50,80,100,0,0,0
834,835,base,50,50,80,70,0,0,0
834,835,sharpness +1,50,50,80,80,0,0,0
834,835,sharpness +2,50,50,80,90,0,0,0
834,835,sharpness +3,50,50,80,100,0,0,0
834,835,sharpness +4,50,50,80,110,0,0,0
834,835,sharpness +5,50,50,80,120,0,0,0
835,836,base,100,50,50,80,20,0,0
835,836,sharpness +1,100,50,50,80,30,0,0
835,836,sharpness +2,100,50,50,80,40,0,0
835,836,sharpness +3,100,50,50,80,50,0,0
835,836,sharpness +4,100,50,50,80,60,0,0
835,836,sharpness +5,100,50,50,80,70,0,0
836,837,base,80,50,50,80,40,0,0
836,837,sharpness +1,80,50,50,80,50,0,0
836,837,sharpness +2,80,50,50,80,60,0,0
836,837,sharpness +3,80,50,50,80,70,0,0
836,837,sharpness +4,80,50,50,80,80,0,0
836,837,sharpness +5,80,50,50,80,90,0,0
837,838,base,60,60,20,150,60,0,0
837,838,sharpness +1,60,60,20,150,70,0,0
837,838,sharpness +2,60,60,20,150,80,0,0
837,838,sharpness +3,60,60,20,150,90,0,0
837,838,sharpness +4,60,60,20,150,90,10,0
837,838,sharpness +5,60,60,20,150,90,20,0
838,839,base,110,120,40,50,80,0,0
838,839,sharpness +1,110,120,40,50,80,0,0
838,839,sharpness +2,110,120,40,50,80,0,0
838,839,sharpness +3,110,120,40,50,80,0,0
838,839,sharpness +4,110,120,40,50,80,0,0
838,839,sharpness +5,110,120,40,50,80,0,0
839,840,base,100,120,40,50,90,0,0
839,840,sharpness +1,100,120,40,50,90,0,0
839,840,sharpness +2,100,120,40,50,90,0,0
839,840,sharpness +3,100,120,40,50,90,0,0
839,840,sharpness +4,100,120,40,50,90,0,0
839,840,sharpness +5,100,120,40,50,90,0,0
840,841,base,60,50,80,60,0,0,0
840,841,sharpness +1,60,50,80,70,0,0,0
840,841,sharpness +2,60,50,80,80,0,0,0
840,841,sharpness +3,60,50,80,90,0,0,0
840,841,sharpness +4,60,50,80,100,0,0,0
840,841,sharpness +5,60,50,80,110,0,0,0
841,842,base,100,50,80,70,0,0,0
841,842,sharpness +1,100,50,80,80,0,0,0
841,842,sharpness +2,100,50,80,90,0,0,0
841,842,sharpness +3,100,50,80,100,0,0,0
841,842,sharpness +4,100,50,80,100,10,0,0
841,842,sharpness +5,100,50,80,100,20,0,0
842,843,base,90,50,50,80,30,0,0
842,843,sharpness +1,90,50,50,80,40,0,0
842,843,sharpness +2,90,50,50,80,50,0,0
842,843,sharpness +3,90,50,50,80,60,0,0
842,843,sharpness +4,90,50,50,80,70,0,0
842,843,sharpness +5,90,50,50,80,80,0,0
843,844,base,90,60,60,100,40,0,0
