id,name,image,description,type,effect,obtainedFrom
17f6956fa2el0i209gnb9oi6el6zzg,Dragon Heart,https://eldenring.fanapis.com/images/items/17f6956fa2el0i209gnb9oi6el6zzg.png,"Dragon heart seized by a dragon tracker. It has a bizarre shape, mottled by gravel, and it continues to beat vivaciously. An offering used in the Dragon Communion. Consume a dragon's heart at the altar to make its power yours. While a terrible and savage-looking thing, the heart has a peculiar beauty to it.",- ,Gain power of the dragon at the Dragon Communion altar.,
17f69cab719l0i209ibai7z2o5douc,Fingerprint Grape,https://eldenring.fanapis.com/images/items/17f69cab719l0i209ibai7z2o5douc.png,"Eyeball of the knight Vyke, inflamed yellow.",Key Item,"Eyeball of the knight Vyke, inflamed yellow",
17f698bc780l0i209x9kxpfhp6297c,"Prattling Pate ""hello""",https://eldenring.fanapis.com/images/items/17f698bc780l0i209x9kxpfhp6297c.png,Twisted clay sculpt in the shape of a human head.,Key Item,"Emits a voice that says ""Hello""",
17f697e1515l0i209ylrbt1feisj3s,"Prattling Pate ""thank You""",https://eldenring.fanapis.com/images/items/17f697e1515l0i209ylrbt1feisj3s.png,Twisted clay sculpt in the shape of a human head.,Key Item,"Emits a voice that says ""Thank you""",
17f69ba793cl0i20a5i67qt4pr57t7,"Prattling Pate ""apologies""",https://eldenring.fanapis.com/images/items/17f69ba793cl0i20a5i67qt4pr57t7.png,"Twisted clay sculpt in the shape of a human head. Emits a voice that says ""Apologies.""",-,"Emits a voice that says ""Apologies""",
17f69dadf19l0i20a83u1x69rwqczk,Wraith Calling Bell,https://eldenring.fanapis.com/images/items/17f69dadf19l0i20a83u1x69rwqczk.png,Bell used by worshippers of revenants.,-,Uses FP to ring bell and calls prowling wraiths,
17f69da909al0i20aqnq0fxca1m5be,Larval Tear,https://eldenring.fanapis.com/images/items/17f69da909al0i20aqnq0fxca1m5be.png,Core of a creature of mimicry known as a silver tear.,Key Item,Material needed by Rennala to grant rebirth,
17f69a28766l0i20atzgf1lpmg55at,Seluvis's Potion,https://eldenring.fanapis.com/images/items/17f69a28766l0i20atzgf1lpmg55at.png,Small flask received from Preceptor Seluvis containing a cloudy tonic of bluish black.,Key Item,Small flask received from Preceptor Seluvis,
17f69962291l0i20av3l6zm3ggrahd,Mirage Riddle,https://eldenring.fanapis.com/images/items/17f69962291l0i20av3l6zm3ggrahd.png,A riddle concerning a rise that vanishes like a mirage.,Key Item,Simple map taken from an imp statue.,
17f69c601f1l0i20axhgsq56l4d2zi,Valkyrie's Prosthesis,https://eldenring.fanapis.com/images/items/17f69c601f1l0i20axhgsq56l4d2zi.png,"Golden prosthesis once used by the one-armed valkyrie. A masterwork of craftsmanship, with practice and skill it can be used as proficiently as a real arm. When Maleigh Marais, Lord of the Shaded Castle, embraced this prosthesis, he claimed to feel the presence of his personal goddess.",Key Item,Golden prosthesis used by the one-armed Valkyrie,
17f6952825al0i20b9avef4x7252jh,Weathered Dagger,https://eldenring.fanapis.com/images/items/17f6952825al0i20b9avef4x7252jh.png,"Dagger received from Fia, the Deathbed Companion.",Key Item,"Dagger received from Fia, Deathbed Companion",
17f697ac7cdl0i20bjoloti5bjijqj,Seluvis's Introduction,https://eldenring.fanapis.com/images/items/17f697ac7cdl0i20bjoloti5bjijqj.png,Scroll bearing a royal coat of arms.,Key Item,Letter of introduction addressed to Sellen,
17f69ca8b16l0i20bpl4cjplmus4qq,Lost Ashes Of War,https://eldenring.fanapis.com/images/items/17f69ca8b16l0i20bpl4cjplmus4qq.png,"Empty ashes of war, devoid of any memories of battle.",None,,
17f69d110b2l0i20bsbvoeefww2qqn,Fingerslayer Blade,https://eldenring.fanapis.com/images/items/17f69d110b2l0i20bsbvoeefww2qqn.png,The hidden treasure of the Eternal City of Nokron; a blade said to have been born of a corpse.,Key Item,Hidden treasure of the Eternal City of Nokron,
17f69bbfcedl0i20btp9912bp33pz,Ancestral Infant's Head,https://eldenring.fanapis.com/images/items/17f69bbfcedl0i20btp9912bp33pz.png,Skull of a very young ancestral spirit. Just think how many sproutings It might bear.,,Uses FP to spray spirit vapor,
17f69ab7dd2l0i20bzz7fy70n87jt3,Carian Inverted Statue,https://eldenring.fanapis.com/images/items/17f69ab7dd2l0i20bzz7fy70n87jt3.png,"Statuette of a scholar, with ground and sky inverted.",Key Item,Key revealing the hidden form of Carian Study Hall,
17f697f2455l0i20c8cp8jdqkuxah,Cursemark Of Death,https://eldenring.fanapis.com/images/items/17f697f2455l0i20c8cp8jdqkuxah.png,Cursemark carved into the discarded flesh of Ranni the Witch. Also known as the half-wheel wound of the centipede.,Key Item,Cursemark carved into Lunar Princess Ranni's discarded flesh,
17f695f318dl0i20cgklnlvhdsi89p,Rold Medallion,,"Conjoined split medallion depicting the Flame Peak. Brandishing the medallion activates the Grand Lift of Rold, connecting Leyndell to the Mountaintops of the Giants. The forge of the flame of ruin is said to be found upon their peaks, and it is here Melina wishes to travel in resuming your journey together.",Key Item,Operates Grand Lift of Rold,
17f699e7b9al0i20ch56uunpr2w1ge,Miniature Ranni,https://eldenring.fanapis.com/images/items/17f699e7b9al0i20ch56uunpr2w1ge.png,A doll resembling Ranni the Witch.,Key Item,Doll resembling Ranni the Witch,
17f6983c493l0i20cmftbvnhog3ss,The Stormhawk King,https://eldenring.fanapis.com/images/items/17f6983c493l0i20cmftbvnhog3ss.png,"Ashes of a hawk revered by all others as sovereign back in the days when Stormveil's winds still raged like no other. This ancient monarch is proud however, refusing to answer anyone's summons.",Key Item,Ashes of a hawk which heeds no summons.,
17f69523119l0i20cmm4d46vbtfoav,Dark Moon Ring,https://eldenring.fanapis.com/images/items/17f69523119l0i20cmm4d46vbtfoav.png,"Ring depicting a leaden full moon. Symbolic of a cold oath, the ring is supposed to be given by Lunar Princess Ranni to her consort.",Key Item,Ring of Lunar Princess Ranni's cold oath,
17f6959831dl0i20d4zgl0vkogk7d,Dectus Medallion (right),https://eldenring.fanapis.com/images/items/17f6959831dl0i20d4zgl0vkogk7d.png,Right half of a split medallion depicting the Erdtree.,Key Item,Join medallions to operate Grand Lift of Dectus,
17f69998009l0i20d6pfa4akbg6h3,Haligtree Secret Medallion (left),https://eldenring.fanapis.com/images/items/17f69998009l0i20d6pfa4akbg6h3.png,"Left half of a split medallion depicting the Haligtree. Brandishing the medallion with both halves conjoined will activate the Grand Lift of Rold, granting access to a hidden path. In other words, this secret medallion will guide the bearer to the land of Miquella's Haligtree.",Key Item,Join medallions to operate Grand Lift of Rold,
17f69bcf445l0i20dcnkb0ztuvth8s,Haligtree Secret Medallion (right),https://eldenring.fanapis.com/images/items/17f69bcf445l0i20dcnkb0ztuvth8s.png,"Right half of a split medallion depicting the Haligtree. Brandishing the medallion with both halves conjoined will activate the Grand Lift of Rold, granting access to a hidden path. In other words, this secret medallion will guide the bearer to the land of Miquella's Haligtree.",Key Item,Join medallions to operate Grand Lift of Rold,
17f69ab901fl0i20dd00gtgirm4elci,Assassin's Prayerbook,https://eldenring.fanapis.com/images/items/17f69ab901fl0i20dd00gtgirm4elci.png,Prayerbook of the Roundtable Hold's assassins.,Key Item,Give to a learned cleric to acquire new incantations,
17f6975e351l0i20de560bjj9cbf17,Dectus Medallion (left),https://eldenring.fanapis.com/images/items/17f6975e351l0i20de560bjj9cbf17.png,Left half of a split medallion depicting the Erdtree.,Key Item,Join medallions to operate Grand Lift of Dectus,
17f699197bal0i20dpu8p25sz2o9nh,Fire Monks' Prayerbook,https://eldenring.fanapis.com/images/items/17f699197bal0i20dpu8p25sz2o9nh.png,"Prayerbook of the Fire Monks, who came from the Mountaintops of the Giants far to the north.",Key Item,Give to a learned cleric to acquire new incantations,
17f69a33a88l0i20dxcmnrdd280sk,Dragon Cult Prayerbook,https://eldenring.fanapis.com/images/items/17f69a33a88l0i20dxcmnrdd280sk.png,Prayerbook of the capital's ancient dragon cult.,Key Item,Give to a learned cleric to acquire new incantations,
17f69b1c0cfl0i20dzpbaidjoa86za,Two Fingers Prayerbook,https://eldenring.fanapis.com/images/items/17f69b1c0cfl0i20dzpbaidjoa86za.png,Prayerbook containing incantations of the Two Fingers. An item once entrusted to Tarnished worthy of lordship.,Key Item,Give to a learned cleric to acquire new incantations,
17f6968dc1bl0i20e1dqt7z4wq2k,Conspectus Scroll,,???,Key Item,Give to Sorceress Sellen to unlock Glintstone Cometshard and Star Shower,
17f69e2b453l0i20e2ze058fuit5nf,Ancient Dragon Prayerbook,https://eldenring.fanapis.com/images/items/17f69e2b453l0i20e2ze058fuit5nf.png,Prayerbook of the capital's ancient dragon cult. A lost tome that never reached the Lands Between.,Key Item,Give to a learned cleric to acquire new incantations,
17f69b63b06l0i20ecjxchj0k8a7ig,Royal House Scroll,https://eldenring.fanapis.com/images/items/17f69b63b06l0i20ecjxchj0k8a7ig.png,"Sorcery scroll of the Carian royal family, the heads of the Academy of Raya Lucaria.",Key Item,Give to a learned sorcerer to acquire new sorceries,
17f694fccbbl0i20eikwp9uvlqwr6o,Academy Scroll,https://eldenring.fanapis.com/images/items/17f694fccbbl0i20eikwp9uvlqwr6o.png,"Scroll of the Academy of Raya Lucaria, the glintstone sorcerers' place of study.",Key Item,Give to a learned sorcerer to acquire new sorceries,
17f6967bc44l0i20eky6x7bayh6h3p,Whetstone Knife,https://eldenring.fanapis.com/images/items/17f6967bc44l0i20eky6x7bayh6h3p.png,"Whetstone with a cipher inscription, made to look like a small knifeblade.",Key Item,Can add new battle arts and affinities to weapons,
17f69ceb2bfl0i20en3jbf94z5kosa,Glintstone Whetblade,https://eldenring.fanapis.com/images/items/17f69ceb2bfl0i20en3jbf94z5kosa.png,Glintstone whetblade with a cipher engraved. Can be used as a whetstone knife.,Key Item,Grants choice of affinity upgrade to weapon,
17f698399dcl0i20ezd67kobaongjp,Iron Whetblade,,Iron whetblade with a cipher engraved. Can be used as a whetstone knife.,Key Item,Grants choice of affinity upgrade to weapon,
17f698eeca4l0i20ezgtkbf7ugf2gl,Whetstone Knife,https://eldenring.fanapis.com/images/items/17f698eeca4l0i20ezgtkbf7ugf2gl.png,"Whetstone with a cipher inscription, made to look like a small knifeblade.",Key Item,Can add new battle arts and affinities to weapons,
17f69c318f1l0i20f46vnxg6mw0oo,Black Whetblade,https://eldenring.fanapis.com/images/items/17f69c318f1l0i20f46vnxg6mw0oo.png,Black whetblade with a cipher engraved. Can be used as a whetstone knife.,Key Item,Grants choice of affinity upgrade to weapon,
17f696c1a6dl0i20f794jlosxy5qdh,Sancrified Whetblade,,"Sanctified whetblade with a cipher engraved. Can be used as a whetstone knife. When applying an affinity using physical or golden-type ashes of war, an additional affinity of sacred or lightning can be chosen.",Key Item,Grants choice of affinity upgrade to weapon.,
17f697add84l0i20fki5ddrc2o8ihq,"Map (limgrave, West)",https://eldenring.fanapis.com/images/items/17f697add84l0i20fki5ddrc2o8ihq.png,"Map of the western region of Limgrave. The demesne of Limgrave, far south of the Erdtree, is bordered to the northwest by the cliffs of Stormveil, and under its ever-clouded skies roll the great steppes of the pale lands.",Key Item,Map of Limgrave's western region.,
17f69ae525fl0i20fnhvhwl08ea2v,"Map (limgrave, East)",https://eldenring.fanapis.com/images/items/17f69ae525fl0i20fnhvhwl08ea2v.png,Map of the eastern region of Limgrave.,Key Item,Map of Limgrave's eastern region,
17f697220e5l0i20fpg2nmulkvdafa,Map (weeping Peninsula),https://eldenring.fanapis.com/images/items/17f697220e5l0i20fpg2nmulkvdafa.png,Map of the Weeping Peninsula.,Key Item,Map of Weeping peninsula,
17f69bc7ac3l0i20ftc9ksdvp9o8qh,Map (weeping Peninsula),https://eldenring.fanapis.com/images/items/17f69bc7ac3l0i20ftc9ksdvp9o8qh.png,Map of the Weeping Peninsula.,Key Item,Map of Weeping peninsula,
17f69e575b2l0i20fulh3vipmyxp1k,"Map (liurnia, East)",https://eldenring.fanapis.com/images/items/17f69e575b2l0i20fulh3vipmyxp1k.png,Map of Liurnia's eastern region.,Key Item,Map of Liurnia's eastern region,
17f698cb16bl0i20gbiaq4ftcbfq49,"Map (liurnia, North)",https://eldenring.fanapis.com/images/items/17f698cb16bl0i20gbiaq4ftcbfq49.png,Map of Liurnia's northern region.,Key Item,Map of Liurnia's northern region,
17f695367c8l0i20gh6kodyxpb4bfa,Map (dragonbarrow),https://eldenring.fanapis.com/images/items/17f695367c8l0i20gh6kodyxpb4bfa.png,Map of Dragonbarrow and environs.,Key Item,Reveals the region of Dragonbarrow on the map.,
17f69a27203l0i20gj45mz73yc4sg4,"Map (liurnia, West)",https://eldenring.fanapis.com/images/items/17f69a27203l0i20gj45mz73yc4sg4.png,Map of Liurnia's western region.,Key Item,Reveals the western portion of Liurnia on your map.,
17f69bcff36l0i20gk66rt5cl1vqfi,Map (ainsel River),https://eldenring.fanapis.com/images/items/17f69bcff36l0i20gk66rt5cl1vqfi.png,Map of Ainsel River and environs,Key Item,Map of Ainsel River and environs,
17f696f617el0i20gys4sw8juq0vk,Map (siofra River),https://eldenring.fanapis.com/images/items/17f696f617el0i20gys4sw8juq0vk.png,Map of Siofra River and environs,Key Item,Reveals the region of Siofra River on the map.,
17f69bb1c19l0i20h49f2hpdukrxm,Map (mt. Gelmir),,???,Key Item,Map of Mt. Gelmir region,
17f699b7c79l0i20h77tcma9tlhts7,Map (altus Plateau),,"Map of Altus Plateau and environs. The Altus Plateau, where the Erdtree's base can be found, contains the Royal Capital of Leyndell to the east, and Mt. Gelmir to the west. Scars from the Shattering remain apparent to this day.",Key Item,Reveals  Altus Plateau on your map,
17f6995aa57l0i20h8jme2bn8796i,"Map (leyndell, Royal Capital)",https://eldenring.fanapis.com/images/items/17f6995aa57l0i20h8jme2bn8796i.png,Map of the Royal Capital of Leyndell and environs.,Key Item,Reveals the region of Leyndell on the map.,
17f69e33300l0i20h8vkh9032jtw3e,Map (caelid),https://eldenring.fanapis.com/images/items/17f69e33300l0i20h8vkh9032jtw3e.png,Map of Caelid and environs.,Key Item,Reveals the region of Caelid on the map.,
17f697f7345l0i20hjcfpipdbaa11k,"Map (mountaintops Of The Giants, West)",,"Map of Western Mountaintops of the Giants. Marching ground during the War against the Giants. They carved winding paths in the cliff walls right up to the summit, leading to the untrodden snow-laden region beyond.",Key Item,Map of Western Mountaintops of the Giants.,
17f69ab2b46l0i20hpb5mikgzabosa,"Map (mountaintops Of The Giants, East)",,"Map of Eastern Mountaintops of the Giants. The remote, desolate eastern summit is the highest point in all the Lands Between, overlooking even the Flame Peak to the south.",Key Item,Map of Eastern Mountaintops of the Giants.,
17f69a067a9l0i20hrwf9m77mp3r9h,Map (consecrated Snowfield),https://eldenring.fanapis.com/images/items/17f69a067a9l0i20hrwf9m77mp3r9h.png,"Map of Consecrated Snowfield and environs. The route through this land, crossed east to west by a frozen river, leads to Miquella's Haligtree. This is the path taken by those unchosen, though it is a trial all the same.",Key Item,Map of Consecrated Snowfield and environs.,
17f69a3fed5l0i20ht8k8i7pbo9wid,Map (lake Of Rot),,Map of Lake of Rot and environs. A great lake of standing water downstream of the Ainsel River. It is said that the divine essence of an outer god is sealed away in this land.,Key Item,Map of Lake of Rot and environs.,
17f6957440dl0i20i4vsxb1msb3o9m,Note (land Squirts),https://eldenring.fanapis.com/images/items/17f6957440dl0i20i4vsxb1msb3o9m.png,A note sold by a nomadic merchant. Contains information about land squirts.,Key Item,Note imparting knowledge in brief,
17f6978addbl0i20i7pujapslhmdd,Map (deeproot Depths),,Map of Deeproot Depths and environs. At the very depths of the Erdtree's majestic roots lies the source of the Ainsel and the Siofra rivers. Here too begins the network of Greattree roots that spread throughout the Lands Between.,Key Item,Revels Deeproot Depths and environs on your map,
17f69914576l0i20id2ao3vcc91lt,Note (stonedigger Trolls),https://eldenring.fanapis.com/images/items/17f69914576l0i20id2ao3vcc91lt.png,A note sold by a nomadic merchant. Contains information about stonedigger trolls.,Key Item,Note imparting knowledge in brief,
17f6964e6b1l0i20iezdwm31zbocld,Note (flask Of Wondrous Physick),https://eldenring.fanapis.com/images/items/17f6964e6b1l0i20iezdwm31zbocld.png,A note sold by a nomadic merchant.,Key Item,Note imparting knowledge in brief,
17f69dcf918l0i20ijw6kb689st3bl,Note (waypoint Ruins),https://eldenring.fanapis.com/images/items/17f69dcf918l0i20ijw6kb689st3bl.png,A note sold by a nomadic merchant.,Key Item,Note imparting knowledge in brief,
17f69730a73l0i20ivfxo0h69aodo,Ruptured Crystal Tear,https://eldenring.fanapis.com/images/items/17f69730a73l0i20ivfxo0h69aodo.png,"A special crystallization formed within a tear of life over the course of many moons. Causes concoction to explode when taken in mixed physick. A dangerous form of crystal tear which possesses absolutely no medicinal qualities. A lesson said to be learned the hard way for some; faith can be a volatile matter, after all.",Crystal Tear,Causes concoction to explode in mixed physick,
17f69c804ccl0i20izz3axyvu3nii,Note: Demi-human Mobs,https://eldenring.fanapis.com/images/items/17f69c804ccl0i20izz3axyvu3nii.png,,Info Item,Note imparting knowledge in brief.,
17f69aa1441l0i20j2e37z2mxbx8qt,Greenspill Crystal Tear,https://eldenring.fanapis.com/images/items/17f69aa1441l0i20j2e37z2mxbx8qt.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tear,Temporarily boosts stamina in mixed physick,
17f697c721fl0i20j4uws9c44dnb3e,Cerulean Crystal Tear,https://eldenring.fanapis.com/images/items/17f697c721fl0i20j4uws9c44dnb3e.png,"A special crystallization formed over the course of many moons within a tear of life, a blessing of the Erdtree. Can be mixed in a flask of wondrous physick. The resulting concoction restores 20 half of one's max FP.",Crystal Tear,Restores half of total FP in mixed physick.,
17f69e2c73dl0i20j8em1vna080i3k,Cerulean Hidden Tear,https://eldenring.fanapis.com/images/items/17f69e2c73dl0i20j8em1vna080i3k.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tear, Eliminates all FP consumption in mixed physick,
17f69561c1fl0i20jhvr6qnfvfnvlt,Crimson Crystal Tear,https://eldenring.fanapis.com/images/items/17f69561c1fl0i20jhvr6qnfvfnvlt.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wondrous Physick. The resulting concoction restores half of one's maximum HP.,Crystal Tear,Restores half of total HP in mixed physick,
17f69da9423l0i20jnhwocxfpp5qa,Crimsonburst Crystal Tear,https://eldenring.fanapis.com/images/items/17f69da9423l0i20jnhwocxfpp5qa.png,A crystal tear formed slowly over the ages where the Erdtree's,Crystal Tear,Steadily restores HP for a time in mixed physick,
17f69579378l0i20jqwrykv5651bni,Faith-knot Crystal Tear,https://eldenring.fanapis.com/images/items/17f69579378l0i20jqwrykv5651bni.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wondrous Physick. The resulting concoction temporarily boosts one's faith.,Crystal Tear,Temporarily boosts faith in mixed physick,
17f698018fbl0i20jvm3lnanvufs6e,Strength-knot Crystal Tear,https://eldenring.fanapis.com/images/items/17f698018fbl0i20jvm3lnanvufs6e.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tear,Temporarily boosts strength in mixed physick,
17f69d744c5l0i20jwe37b04q6po19,Opaline Bubbletear,https://eldenring.fanapis.com/images/items/17f69d744c5l0i20jwe37b04q6po19.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tear,Significantly negates damage in mixed physick,
17f69836ff1l0i20k414gijjqgw3vk,Spiked Cracked Tear,https://eldenring.fanapis.com/images/items/17f69836ff1l0i20k414gijjqgw3vk.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tear,Enhances charged attacks for a time in mixed physick,
17f69a367e6l0i20k8hchpm6hmgrlb,Dexterity-knot Crystal Tear,https://eldenring.fanapis.com/images/items/17f69a367e6l0i20k8hchpm6hmgrlb.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tear,Temporarily boosts dexterity in mixed physick,
17f6973d2b5l0i20kjwc86cu35lbi,Lightning-shrouding Cracked Tear,https://eldenring.fanapis.com/images/items/17f6973d2b5l0i20kjwc86cu35lbi.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tears,Temporarily boosts lightning attacks in mixed physick,
17f6951b682l0i20km8uli0fh4xor8,Magic-shrouding Cracked Tear,https://eldenring.fanapis.com/images/items/17f6951b682l0i20km8uli0fh4xor8.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tear,Temporarily boosts magic attacks in mixed physick,
17f69bd68bdl0i20kmor5s3eti9h5o,Winged Crystal Tear,https://eldenring.fanapis.com/images/items/17f69bd68bdl0i20kmor5s3eti9h5o.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tears,Temporarily reduces equip load in mixed physick,
17f69e3acc0l0i20kqrn0lto40la6k,Holy-shrouding Cracked Tear,https://eldenring.fanapis.com/images/items/17f69e3acc0l0i20kqrn0lto40la6k.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tears,Temporarily boosts holy attacks in mixed physick,
17f69b88332l0i20kw85k8xxbferva,Twiggy Cracked Tear,https://eldenring.fanapis.com/images/items/17f69b88332l0i20kw85k8xxbferva.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tear,Briefly stop rune loss on death in mixed physick,
17f6959a6ccl0i20l8o0t2gzabbv4g,Leaden Hardtear,https://eldenring.fanapis.com/images/items/17f6959a6ccl0i20l8o0t2gzabbv4g.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tear,Temporarily boosts poise in mixed physick,
17f6955db65l0i20ldhqzkp3n6bm9o,Crimsonspill Crystal Tear,https://eldenring.fanapis.com/images/items/17f6955db65l0i20ldhqzkp3n6bm9o.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wondrous Physick. The resulting concoction temporarily raises one's maximum HP.,Crystal Tear,Temporarily boosts max HP in mixed physick,
17f69d587e6l0i20ldq6svu7yi213g,Greenburst Crystal Tear,https://eldenring.fanapis.com/images/items/17f69d587e6l0i20ldq6svu7yi213g.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wondrous Physick. The resulting concoction gradually restores stamina recovery speed.,Crystal Tear,Temporarily boosts stamina recovery speed in mixed physick.,
17f696fcbd8l0i20lfm0397f7x0dt3d,Speckled Hardtear,https://eldenring.fanapis.com/images/items/17f696fcbd8l0i20lfm0397f7x0dt3d.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wondrous Physick. The resulting concoction temporarily raises all resistances and heals all status ailments.,Crystal Tear,Boosts resistance and heals status in mixed physick.,
17f69b0a8d8l0i20liyue9ium4r8va,Flame-shrouding Cracked Tear,https://eldenring.fanapis.com/images/items/17f69b0a8d8l0i20liyue9ium4r8va.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wondrous Physick. The resulting concoction temporarily boosts the power of one's fire attacks.,Crystal Tear,Temporarily boosts the power of one's fire attacks.,
17f69880f5cl0i20lxljnhf615863,Crimson Bubbletear,https://eldenring.fanapis.com/images/items/17f69880f5cl0i20lxljnhf615863.png,"A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wondrous Physick. The resulting concoction automatically heals one's HP in the moment before death. However, this effect only occurs once, and will expire after a certain duration.",Crystal Tear,Restores HP when near death in mixed physick.,
17f69d8bccfl0i20m1sbm7hv0g8u8,Crimsonwhorl Bubbletear,https://eldenring.fanapis.com/images/items/17f69d8bccfl0i20m1sbm7hv0g8u8.png,"A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wondrous Physick. The resulting concoction converts incoming damage into recovered HP instead. However, physical damage cannot be converted. This effect is only brief and will quickly expire.",Crystal Tear,Converts damage received into HP in mixed physick.,
17f69e058bcl0i20m27gbn17mv4o6o,Thorny Cracked Tear,https://eldenring.fanapis.com/images/items/17f69e058bcl0i20m27gbn17mv4o6o.png,"A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wondrous Physick. The resulting concoction makes consecutive attacks grow stronger the longer they continue. However, the effect lasts only for a short time.",Crystal Tear,Makes consecutive attacks grow stronger in mixed physick.,
17f6981aec0l0i20m4sxqx6hk0w1d,Stonebarb Cracked Tear,https://eldenring.fanapis.com/images/items/17f6981aec0l0i20m4sxqx6hk0w1d.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tear,Make attacks more likely to break enemy stances in a mixed physick,
17f6992e09fl0i20m5xak4e12nfsnh,Windy Crystal Tear,https://eldenring.fanapis.com/images/items/17f6992e09fl0i20m5xak4e12nfsnh.png,"A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wondrous Physick. The resulting concoction increases the effectiveness of dodgerolls for a certain duration. However, damage taken is also increased during the concoction's effect.",Crystal Tear,Enhances dodge rolls for a time in mixed physick,
17f6988a2dfl0i20ml5uqk4eom5n28,Opaline Hardtear,https://eldenring.fanapis.com/images/items/17f6988a2dfl0i20ml5uqk4eom5n28.png,A crystal tear formed slowly over ages where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wondrous Physick. The resulting concoction temporarily boosts all forms of damage negation.,Crystal Tear,Temporarily boosts all damage negations in physick,
17f69925cc9l0i20mslhcxg8v5za8b,Purifying Crystal Tear,https://eldenring.fanapis.com/images/items/17f69925cc9l0i20mslhcxg8v5za8b.png,"A crystal tear formed slowly over the age where the Erdtree's bounty falls to the ground. Can be mixed in the Flask of Wonderous Physick. The resulting conction purifies the curse from Mohg, Lord of Blood's terrifying rite of blood.",Crystal Tear,Purifies the Lord of Blood's curse in a mixed physick,
17f69d21105l0i20my2sfysawm3s6,Aeonian Butterfly,https://eldenring.fanapis.com/images/items/17f69d21105l0i20my2sfysawm3s6.png,"A butterfly with withered, scarlet wings found in the swamp of Aeonia. Material used for crafting items.",-,Material used for crafting items,
17f69768007l0i20myf597e9ahqzms,Albinauric Bloodclot,https://eldenring.fanapis.com/images/items/17f69768007l0i20myf597e9ahqzms.png,"The thick, coagulated blood of the Ablinaurics. Material used for crafting items.",-,Material used for crafting items,
17f6985c1ael0i20naf0jklozksdt6c,Intelligence-knot Crystal Tear,https://eldenring.fanapis.com/images/items/17f6985c1ael0i20naf0jklozksdt6c.png,A crystal tear formed slowly over the ages where the Erdtree's bounty falls to the ground.,Crystal Tear,Temporarily boosts intelligence in mixed physick.,
17f69e2308al0i20nco59qnknn4mrr,Altus Bloom,https://eldenring.fanapis.com/images/items/17f69e2308al0i20nco59qnknn4mrr.png,A golden-tingerd flower from a succulent plant that blooms on the Altus Plateau. Material used for crafting items.,-,Material used for crafting items,
17f69c46adfl0i20nko6nvaa9h2a0b,Arteria Leaf,https://eldenring.fanapis.com/images/items/17f69c46adfl0i20nko6nvaa9h2a0b.png,"Dark red leaves with thick, swollen veins. Material used for crafting items. Exceedingly rare to find. A faint pulse can be felt in the veins. Stirs the blood, providing an enlivening effect.",-,Material used for crafting items,
17f698a8a22l0i20noyxxsyz5zu5so,Beast Liver,https://eldenring.fanapis.com/images/items/17f698a8a22l0i20noyxxsyz5zu5so.png,The fresh liver of a beast; a luscious fruit of life. Material used for crating items. Found by hunting herbivorous beast. Dried liver boost damage negation.,-,Material used for crafting items,
17f69aa13e1l0i20nqh9bxwuds3hsc,Beast Blood,https://eldenring.fanapis.com/images/items/17f69aa13e1l0i20nqh9bxwuds3hsc.png,"Fresh beast blood, glinting with gold. Material used for crafting items.",-,Material used for crafting materials,
